entidad_id,nombre_normalizado,nombre_real,tipo,subtipo,categoria,nit,cod_institucion,email,direccion,telefono,ciudad,municipio_id,departamento_id,orden,sector,naturaleza_juridica,estado,representante,total_registros,num_variantes
1274,JUZGADO TERCERO CIVIL DEL CIRCUITO DE YOPAL,JUZGADO 001 CIVIL DEL CIRCUITO DE YOPAL,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,850013103001,J03CCTOYOPAL@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 14# 13-60 - PISO 2, BLOQUE A",8-,YOPAL,389,10,ORDINARIA,JUDICIAL,,,LINA GISSETH LOPEZ  NAUSAN,87,2
1275,JUZGADO PRIMERO PROMISCUO MUNICIPAL VILLAGARZÓN - PUTUMAYO,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,JPRMPAL01VGARZON@NOTIFICACIONESRJ.GOV.CO,,,VILLAGARZÓN,866,24,,,,,,87,11
1276,JUZGADO DIECISÉIS CIVIL DEL CIRCUITO,,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,,CCTO16ME@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,86,6
1277,JUZGADO VEINTIDÓS CIVIL DEL CIRCUITO DE BOGOTÁ D C,JUZGADO 001 CIVIL DEL CIRCUITO DE BOGOTÁ,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,110013103001,CCTO22BT@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 10#14-33 - PISO 15,1-2820244,BOGOTÁ D.C.,1104,14,ORDINARIA,JUDICIAL,,,NESTOR  LEON  CAMELO,86,8
1278,JUZGADO DIECIOCHO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE BOGOTÁ,,JUZGADO,MUNICIPAL,JUDICIAL,,,J18PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,86,12
1279,JUZGADO QUINCE CIVIL MUNICIPAL  BOGOTÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL15BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,86,19
1280,CONTRALORÍA DEPARTAMENTAL DEL ΜΕΤΑ,CONTRALORIA DEPARTAMENTAL DEL CAUCA,CONTRALORIA,,COACTIVA,891500403,2650,VENTANILLA-UNICA@CONTRALORIAMETA.GOV.CO,CARRERA 7 # 1N - 66 EDIFICIO LOTERÍA DEL CAUCA 2° PISO,8331230,,,,TERRITORIAL,NO APLICA,CONTRALORÍA DEPARTAMENTAL,ACTIVA,,85,9
1281,JUZGADO CINCUENTA Y OCHO DE PEQUEÑAS CAUSAS Y COMPETENCIA,,JUZGADO,,JUDICIAL,,,CMPL76BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,85,2
1282,JUZGADO PRIMERO CIVIL MUNICIPAL  JAMUNDI - VALLE,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMPALJAMUNDI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,JAMUNDÍ,1076,31,,,,,,85,15
1283,JUZGADO PRIMERO CIVIL MUNICIPAL DE GIRÓN,JUZGADO 001 CIVIL MUNICIPAL DE GIRÓN,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,683074003001,J01CMPALGIRON@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 26 # 31-36,7-,GIRÓN,931,28,ORDINARIA,JUDICIAL,,,ALEJANDRO PASTRANA ORTIZ,85,3
1284,JUZGADO CINCUENTA Y CINCO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE ANTES JUZGADO SETENTA Y TRES CIVIL MUNICIPAL,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,CMPL73BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,,,,,,,85,16
1285,JUZGADO SEGUNDO CIVIL MUNICIPAL DE PITALITO,JUZGADO 001 CIVIL MUNICIPAL DE PITALITO,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,415514003001,J02CMPALPIT@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 4#13-62,88361726-,PITALITO,663,18,ORDINARIA,JUDICIAL,,,RICARDO ANIBAL TRUJILLO  FERNANDEZ,85,7
1286,JUZGADO DÉCIMO CIVIL MUNICIPAL DE ORALIDAD DE CALI,JUZGADO 001 CIVIL MUNICIPAL DE CALI,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,760014003001,J10CMCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 10 # 12-15 - PISO 9,2-8986868 5012,CALI,,31,ORDINARIA,JUDICIAL,,,ELIANA MILDRETH NINCO ESCOBAR,85,9
1287,JUZGADO PRIMERO PROMISCUO MUNICIPAL CAMPOALEGRE HUILA,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J01PRMPALCAMP@CENDOJ.RAMAJUDICIAL.GOV.CO,,,CAMPOALEGRE,645,18,,,,,,85,6
1288,"JUZGADO ONCE CIVIL MUNICIPAL- BOGOTÁ D.C. ,",,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL11BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,85,15
1289,JUZGADO PRIMERO CIVIL MUNICIPAL  PASTO - NARIÑO,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J01CMPAS@CENDOJ.RAMAJUDICIAL.GOV.CO,,,PASTO,791,22,,,,,,85,15
1290,JUZGADO 016 CIVIL MUNICIPAL DE BARRANQUILLA,JUZGADO 016 CIVIL MUNICIPAL DE MEDELLÍN,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,050014003016,VENTANILLAJ03ECMBQUILLA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 52#42-73 - PISO 15 EDIFICIO JOSÉ FÉLIX DE RESTREPO,4-2328525 ext 2316,BARRANQUILLA,136,4,ORDINARIA,JUDICIAL,,,MARLENY ANDREA RESTREPO  SANCHEZ,84,3
1291,JUZGADO PRIMERO CIVIL MUNICIPAL DE YUMBO VALLE,JUZGADO 001 CIVIL MUNICIPAL DE YUMBO,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,768924003001,J01CMYUMBO@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 7 # 3-62,6-026698783,YUMBO,1095,31,ORDINARIA,JUDICIAL,,,LUIS ANGEL PAZ,84,4
1292,SECRETARIA DE HACIENDA DEPARTAMENTAL DEL CESAR,,SECRETARIA,HACIENDA,COACTIVA,,,GESTIONTRIBUTARIA@GOBCESAR.GOV.CO,,,,,12,,,,,,84,10
1293,JUZGADO VEINTINUEVE 29 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,,J29PCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,84,3
1294,JUZGADO 06 CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE BOGOTÁ,JUZGADO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE MANIZALES,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,170014303000,RADICACIONJ06EJECMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,NA,NA,BOGOTÁ D.C.,1104,5,ORDINARIA,ADMINISTRATIVA,,,,84,11
1295,JUZGADO SEGUNDO PROMISCUO MUNICIPAL PUERTO LÓPEZ - META,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J02PRCTOPLOPEZ@CENDOJ.RAMAJUDICIAL.GOV.CO,,,PUERTO LÓPEZ,741,21,,,,,,84,11
1296,JUZGADO CIVIL MUNICIPAL  MOSQUERA - C / MARCA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,MEMORIALESJ01CMPALMOSQUERA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MOSQUERA,546,14,,,,,,84,20
1297,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE VILLAGARZÓN,JUZGADO 001 PROMISCUO MUNICIPAL DE VILLAGARZÓN,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,868854089001,JPRMPAL02VGARZON@NOTIFICACIONESRJ.GOV.CO,CARRERA 5#4-5,8-,VILLAGARZÓN,866,24,ORDINARIA,JUDICIAL,,,ANA JULIA GOMEZ ROMERO,84,5
1298,JUZGADO TERCERO CIVIL MUNICIPAL DE FUSAGASUGÁ CUNDINAMARCA,JUZGADO 001 CIVIL MUNICIPAL DE FUSAGASUGÁ,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,252904003001,J03CMPALFUSA@CENDOJ.RAMAJUDICIAL.GOV.CO,DIAGONAL 16#11-85 - PISO 1 OFICINA 101,1-,FUSAGASUGÁ,519,14,ORDINARIA,JUDICIAL,,,JOHANNA  GUALTEROS GIL,84,5
1299,JUZGADO CUARTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE SINCELEJO SUCRE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE SINCELEJO,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,700014189001,J04PRPCSINC@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 16#22-51 - TO GENTIUM, TERCER PI.",5-,SINCELEJO,1004,29,ORDINARIA,JUDICIAL,,,ANIBAL VICENTE  GONZALEZ  GALLO,84,7
1300,"JUZGADO PRIMERO PROMISCUO MUNICIPAL BELÉN DE UMBRÍA , RISARALDA",JUZGADO 001 PROMISCUO MUNICIPAL DE BELÉN DE UMBRÍA,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,660884089001,PRMPALBELEN01@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 12#3-69,6-,BELÉN DE UMBRÍA,881,26,ORDINARIA,JUDICIAL,,,MANUEL RICARDO GUAYACÁN  RINCON,84,7
1301,JUZGADO VEINTICUATRO CIVIL MUNICIPAL -  BOGOTÁ D.C,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL24BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,84,16
1302,CONSEJO SUPERIOR DE LA JUDICATURA DIRECCIÓN SECCIONAL DE NEIVA,,RAMA_JUDICIAL,,JUDICIAL,,,COBCOANEIVA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,NEIVA,658,18,,,,,,84,4
1303,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE LA DORADA CALDAS,JUZGADO 001 PROMISCUO MUNICIPAL DE LA DORADA,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,173804089001,J02PRMPALLADORADA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 2#16-02 - OFICINA 302,6-8574135,LA DORADA,334,8,ORDINARIA,JUDICIAL,,,DIANA MARIA  ZULUAGA GIRALDO,83,12
1304,OFICINA DE APOYO PARA LOS JUZGADOS CIVILES DEL CIRCUITO DE EJECUCIÓN DE SENTENCIAS DE MEDELLÍN,,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,,OFJCMPALEMED@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,73,2,,,,,,83,5
1305,JUZGADO VEINTISIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,J27PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,83,4
1306,JUZGADO TERCERO CIVIL DEL CIRCUITO ARMENIA QUINDIO,,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,,J03CCTOARM@CENDOJ.RAMAJUDICIAL.GOV.CO,,,ARMENIA,867,25,,,,,,83,10
1307,MUNICIPIO DE CHINCHINÁ,,MUNICIPIO,,COACTIVA,,,CONTACTENOS@CHINCHINA-CALDAS.GOV.CO,,,CHINCHINÁ,332,8,,,,,,83,7
1308,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA,,JUZGADO,MUNICIPAL,JUDICIAL,,,J02PQCCMMON@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MEDELLÍN,,,,,,,,82,2
1309,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE SAN MARCOS - SUCRE .,JUZGADO 001 PROMISCUO MUNICIPAL DE SAN MARCOS,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,707084089001,J01PRMPALSANMARCOS@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 18#24-56,5-,SAN MARCOS,1000,29,ORDINARIA,JUDICIAL,,,MARIO DULCEY  GOMEZ,82,13
1310,JUZGADO SEGUNDO CIVIL DEL CIRCUITO DE EJECUCIÓN DE SENTENCIAS BOGOTÁ D C,JUZGADO 001 CIVIL DEL CIRCUITO DE EJECUCIÓN DE SENTENCIAS DE BOGOTÁ,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,110013403001,GDOFEJECCBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 10#14-30 - PISO 4 EDIFICIO JARAMILLO,1-,BOGOTÁ D.C.,1104,14,ORDINARIA,JUDICIAL,,,DARIO MILLAN  LEGUIZAMON,82,9
1311,JUZGADO TERCERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE MEDELLÍN,JUZGADO,LABORAL,JUDICIAL,,050014105001,J03LPCBUC@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 52#43-52 - EDIFICIO ÁLVAREZ ESTRADA PISO 3,4-2611610,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,ANDRES FELIPE  MEJIA  RUIZ,82,5
1312,JUZGADO TERCERO CIVIL DEL CIRCUITO DE CALI,JUZGADO 001 CIVIL DEL CIRCUITO DE CALI,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,760013103001,J03CCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 10 # 12-15 - PISO 12, PALACIO DE JUSTICIA PEDRO ELIAS SERRANO ABADIA",2-8986868Ext 4011 4012,CALI,,31,ORDINARIA,JUDICIAL,,,ANDRES JOSE SOSSA  RESTREPO,82,4
1313,JUZGADO SEGUNDO PROMISCUO MUNICIPAL SAN GIL SANTANDER,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J02PRMSGIL@CENDOJ.RAMAJUDICIAL.GOV.CO,,,SAN GIL,965,28,,,,,,82,14
1314,JUZGADO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES BUGA - VALLE DEL CAUCA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BUGA,JUZGADO,LABORAL,JUDICIAL,,761114105001,J01PCLCBUGA@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 16#6-40,2-2364351,BUGA,1061,31,ORDINARIA,JUDICIAL,,,CARLA MARIA  CEBALLOS  RODRIGUEZ,82,11
1315,JUZGADO TERCERO PROMISCUO MUNICIPAL  CIÉNAGA - MAGDALENA,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J03PMPALCIENAGA@CENDOJ.RAMAJUDICIAL.GOV.CO,,,CIÉNAGA,696,20,,,,,,82,17
1316,JUZGADO SESENTA 60 CIVIL DEL CIRCUITO DE BOGOTÁ D.C,,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,,J60CCTOBT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,14,,,,,,82,4
1317,JUZGADO QUINCE LABORAL DEL CIRCUITO DE CALI,,JUZGADO,LABORAL_CIRCUITO,JUDICIAL,,,J15LCCALI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,AGUACHICA,,31,,,,,,81,1
1318,JUZGADO DECIMO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,050014189001,J10PQCCMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,81,9
1319,MUNICIPIO DE SOACHA,,MUNICIPIO,,COACTIVA,,,CONTACTENOS@ALCALDIASOACHA.GOV.CO,,,SOACHA,573,14,,,,,,81,6
1320,JUZGADO TERCERO CIVIL MUNICIPAL EN ORALIDAD DE SOLEDAD,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J03CMPALSOLEDAD@CENDOJ.RAMAJUDICIAL.GOV.CO,,,SOLEDAD,154,4,,,,,,81,3
1321,JUZGADO TERCERO DE FAMILIA ORAL DE SANTA MARTA,JUZGADO 001 DE FAMILIA  DE SANTA MARTA,JUZGADO,FAMILIA,JUDICIAL,,470013110001,J03FSMTA@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 23#5-63 - EDIFICIO BENAVIDES MACEA PRIMER PISO OFICINA 113,5-322 2344191,SANTA MARTA,716,20,ORDINARIA,JUDICIAL,,,SERGIO ALEXANDER CAMPO RAMOS,81,3
1322,JUZGADO PROMISCUO MUNICIPAL MANI - CASANARE,,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,,J01PRMPALMANI@CENDOJ.RAMAJUDICIAL.GOV.CO,,,MANÍ,375,10,,,,,,81,9
1323,JUZGADO 01 CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE BOGOTÁ,JUZGADO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE MANIZALES,JUZGADO,EJECUCION_CIVIL,JUDICIAL,,170014303000,RADICACIONJ01EJECMBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,NA,NA,BOGOTÁ D.C.,1104,5,ORDINARIA,ADMINISTRATIVA,,,,81,10
1324,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE EL CARMEN DE BOLÍVAR,JUZGADO 001 PROMISCUO MUNICIPAL DE CARMEN DE BOLÍVAR,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,132444089001,J01PRMCBOLIVAR@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 24#45-32 - PISO 3,N/A-3102383887,EL CARMEN DE BOLÍVAR,171,6,ORDINARIA,JUDICIAL,,,JOHANA PAOLA ROMERO ZARANTE,81,10
1325,JUZGADO DECIMO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE  BARRANQUILLA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,080014189001,CMUN19BA@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 24#7-07 - SIMON BOLIVAR,5-3885005,BARRANQUILLA,136,4,ORDINARIA,JUDICIAL,,,MARCIA VIVIANA BERMUDEZ  ROJAS,81,14
1326,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS LABORALES DE CARTAGENA,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE CARTAGENA,JUZGADO,LABORAL,JUDICIAL,,130014105001,J01LPCCGENA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CALLE 31#39-206 - AV. PEDRO DE HEREDIA, BARRIO ALCIBIA. EDIFICIO JONALCA.",5-3102378860,CARTAGENA DE INDIAS,167,6,ORDINARIA,JUDICIAL,,,ÁNGELA IVONNE  GONZÁLEZ LONDOÑO,81,2
1327,JUZGADO PRIMERO PROMISCUO MUNICIPAL ORALIDAD DE VILLA DEL ROSARIO,JUZGADO 001 PROMISCUO MUNICIPAL DE VILLA ROSARIO,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,548744089001,J01PMVROSARIO@CENDOJ.RAMAJUDICIAL.GOV.CO,"- AUTOPISTA INTERNACIONAL SAN ANTONIO, KILÓMETRO 3 #22-193, EDIFICIO LOS PINOS, OFICINA 203B",5734626,VILLA DEL ROSARIO,853,23,ORDINARIA,JUDICIAL,,,MALBIS LEONOR  RAMIREZ SARMIENTO,81,2
1328,JUZGADO SESENTA Y SIETE CIVIL MUNICIPAL DE BOGOTÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL67BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,81,4
1329,EMPRESA IBAGUEREÑA DE ACUEDUCTO Y ALCANTARILLADO IBAL SA ESP OFICIAL,,OTRO,,COACTIVA,,,VENTANILLA.UNICA@IBAL.GOV.CO,,,,,,,,,,,80,6
1330,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE MEDELLÍN,JUZGADO,,JUDICIAL,,050014189001,J04CMPALFLORIDABLANCA@CENDOJ.RAMAJUDICIAL.GOV.CO,"CARRERA 52#71-84 - OFICINA 106, CASA DE JUSTICIA EL BOSQUE",4-,MEDELLÍN,,,ORDINARIA,JUDICIAL,,,MARIA CLARA GIRALDO ACEVEDO,80,4
1331,JUZGADO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE VALLEDUPAR,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE VALLEDUPAR,JUZGADO,LABORAL,JUDICIAL,,200014105001,J01LPCVPAR@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 15#5-6,NR-,VALLEDUPAR,456,12,ORDINARIA,JUDICIAL,,,ELIZABETH CARMONA MERCADO,80,8
1332,MUNICIPIO DE  BUCARAMANGA,,MUNICIPIO,,COACTIVA,,,INFO@AMB.GOV.CO,,,BUCARAMANGA,903,28,,,,,,80,4
1333,JUZGADO VEINTE LABORAL DEL CIRCUITO DE BOGOTÁ,,JUZGADO,LABORAL_CIRCUITO,JUDICIAL,,,JLATO20@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,80,1
1334,JUZGADO TERCERO CIVIL MUNICIPAL DE PITALITO,JUZGADO 001 CIVIL MUNICIPAL DE PITALITO,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,415514003001,J03CMPALPIT@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 4#13-62,88361726-,PITALITO,663,18,ORDINARIA,JUDICIAL,,,RICARDO ANIBAL TRUJILLO  FERNANDEZ,80,2
1335,JUZGADO SEGUNDO CIVIL MUNICIPAL DE ORALIDAD  TUNJA - BOYACÁ,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,J02CMPALTUN@CENDOJ.RAMAJUDICIAL.GOV.CO,,,TUNJA,318,7,,,,,,80,17
1336,DIRECCIÓN SECCIONAL DE CUNDINAMARCA - AMAZONAS,,OTRO,,COACTIVA,,,NBUSTOSRO@CENDOJ.RAMAJUDICIAL.GOV.CO,,,,,14,,,,,,80,17
1337,JUZGADO TREINTA Y SIETE 37 CIVIL MUNICIPAL DE BOGOTA,,JUZGADO,CIVIL_MUNICIPAL,JUDICIAL,,,CMPL37BT@CENDOJ.RAMAJUDICIAL.GOV.CO,,,BOGOTÁ D.C.,1104,5,,,,,,80,10
1338,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE SAN VICENTE DE CHUCURI,JUZGADO 001 PROMISCUO MUNICIPAL DE SAN VICENTE DE CHUCURÍ,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,686894089001,J01PRMSANVICHU@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 11#9-48 - OFICINA 101,(077) 6254309 -,SAN VICENTE DE CHUCURÍ,969,28,ORDINARIA,JUDICIAL,,,DORIS ANDREA ARDILA  GONZALEZ,80,5
1339,JUZGADO PRIMERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BOGOTÁ,JUZGADO 001  MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES DE BOGOTÁ,JUZGADO,LABORAL,JUDICIAL,,110014105001,J01LPCBTA@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 14#7-36 - ED NEMQUETEBA PI 9,NR,BOGOTÁ D.C.,1104,5,ORDINARIA,JUDICIAL,,,JAIME FERNANDO MORA RAMOS,80,6
1340,JUZGADO CINCUENTA CIVIL DEL CIRCUITO BOGOTA,JUZGADO 001 CIVIL DEL CIRCUITO DE BOGOTÁ,JUZGADO,CIVIL_CIRCUITO,JUDICIAL,,110013103001,J50CCTOBT@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 10#14-33 - PISO 15,1-2820244,BOGOTÁ D.C.,1104,5,ORDINARIA,JUDICIAL,,,NESTOR  LEON  CAMELO,80,4
1341,JUZGADO PROMISCUO MUNICIPAL DE SAN ANDRÉS DE SOTAVENTO,JUZGADO 001 PROMISCUO MUNICIPAL DE SAN ANDRÉS  DE SOTAVENTO,JUZGADO,PROMISCUO_MUNICIPAL,JUDICIAL,,236704089001,J01PRMPALSANASOTAVENTO@CENDOJ.RAMAJUDICIAL.GOV.CO,CARRERA 7C#6A-79,4-7890025 EXT 267,SAN ANDRÉS DE SOTAVENTO,625,15,ORDINARIA,JUDICIAL,,,MARILUZ  TOLEDO VERGARA,80,3
1342,JUZGADO SESENTA Y SEIS DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ D.C.,JUZGADO 001 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,110014189001,CMPL84BT@CENDOJ.RAMAJUDICIAL.GOV.CO,DIAGONAL 62 SUR#20F-20 - CASA DE JUSTICIA DE CIUDAD BOLÍVAR - PISO 1. OFICINA 105 OF 105,1-,BOGOTÁ D.C.,1104,14,ORDINARIA,JUDICIAL,,,GABRIELA  MORA  CONTRERAS,79,3
1343,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,JUZGADO 001 DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,JUZGADO,PEQUENAS_CAUSAS,JUDICIAL,,080014189001,J03PQCCMBA@CENDOJ.RAMAJUDICIAL.GOV.CO,CALLE 24#7-07 - SIMON BOLIVAR,5-3885005,BARRANQUILLA,136,4,ORDINARIA,JUDICIAL,,,MARCIA VIVIANA BERMUDEZ  ROJAS,79,4
